cuisine,ingredient,weight
Daepae Tteokbokki,cheese,1/2 cup
Daepae Tteokbokki,sausage,6 pieces
Daepae Tteokbokki,chili pepper paste,1-1.5 tbsp
Daepae Tteokbokki,chili powder,1 tbsp
Daepae Tteokbokki,chopped garlic,1/2 tbsp
Daepae Tteokbokki,sugar,1 tbsp
Daepae Tteokbokki,soy sauce,1 tbsp
Daepae Tteokbokki,water,Appropriate amount
Gochujang Rice Cake,pancake powder,2 cups
Gochujang Rice Cake,water,1.5 cups
Gochujang Rice Cake,pepper,1.5
Gochujang Rice Cake,Sesame,Chapter 6
Gochujang Rice Cake,chili pepper paste,(large) 1 tbsp
Gochujang Rice Cake,frying oil,Appropriate amount
five-color rice bowl,rice,1 air
five-color rice bowl,cucumber,5-Jan
five-color rice bowl,carrot,5-Jan
five-color rice bowl,egg,One
five-color rice bowl,minced beef,80g
five-color rice bowl,salt,a little
five-color rice bowl,pepper,a little
Kkanpoongbokki,Tteokguktteok,1 cup
Kkanpoongbokki,onion,4-Jan
Kkanpoongbokki,green and red pepper,1/2 each
Kkanpoongbokki,soy sauce,2 tbsp
Kkanpoongbokki,Oyster Sauce,1 tbsp
Kkanpoongbokki,vinegar,1/2 tbsp
Kkanpoongbokki,sugar,1 tbsp
Kkanpoongbokki,starch powder,1 tbsp
Kkanpoongbokki,water,2/3 cup
Haejang Ramen,ramen,one bag
Haejang Ramen,Bean sprouts,half a zoom
Haejang Ramen,Chives,"3,4 stems"
Haejang Ramen,egg,one
Haejang Ramen,cooking oil,1.5 tbsp
Haejang Ramen,chili powder,a teaspoon
Haejang Ramen,chopped garlic,half a tablespoon
Haejang Ramen,water,500mL
Saury Kimchi Stew,kimchi,1/6 give up
Saury Kimchi Stew,canned saury,1 can
Saury Kimchi Stew,potato,One
Saury Kimchi Stew,onion,2-Jan
Saury Kimchi Stew,green and red pepper,1 each
Saury Kimchi Stew,chili pepper paste,1 teaspoon
Saury Kimchi Stew,chili powder,1 tbsp
Saury Kimchi Stew,chopped garlic,1 teaspoon
Saury Kimchi Stew,soy sauce,1/2 tbsp
Saury Kimchi Stew,salt,a little
Saury Kimchi Stew,pepper,a little
Stir-fried Golbaengi Butter,Canned Golbaengi,1 bottle (large)
Stir-fried Golbaengi Butter,green and red pepper,1/2 each
Stir-fried Golbaengi Butter,butter,1 tbsp
Stir-fried Golbaengi Butter,garlic,4 grains
Stir-fried Golbaengi Butter,sugar,a little
Stir-fried Golbaengi Butter,salt,a little
Stir-fried Golbaengi Butter,pepper,a little
Chili Tuna Fried Rice,rice,1 air
Chili Tuna Fried Rice,red pepper tuna,1 can
Chili Tuna Fried Rice,sweet corn,1 tbsp
Chili Tuna Fried Rice,seasoned seaweed,Chapters 2-3
Waldorf Salad,cucumber,3-Jan
Waldorf Salad,apologize,4-Jan
Waldorf Salad,paprika,4-Jan
Waldorf Salad,walnut,1/2 zoom
Waldorf Salad,plain yogurt,3 tbsp
Waldorf Salad,mayonnaise,2 tbsp
Tuna Frittata,tuna,1 small can
Tuna Frittata,paprika,3-Jan
Tuna Frittata,egg,2
Tuna Frittata,milk or water,4 tbsp
Tuna Frittata,salt,1/8 tbsp
Tuna Frittata,pepper powder,a little
Tuna Frittata,Sesame,Chapters 5-6
Tuna Frittata,pizza cheese,1 zoom
Fried Shrimp Kimchi Rice Bowl,Shrimp Tempura,Three
Fried Shrimp Kimchi Rice Bowl,kimchi,1/2 cup
Fried Shrimp Kimchi Rice Bowl,brewed soy sauce,1 1/2 tbsp
Fried Shrimp Kimchi Rice Bowl,sugar,1/3 tbsp
Fried Shrimp Kimchi Rice Bowl,cooking wine,1 tbsp
Fried Shrimp Kimchi Rice Bowl,water,1/2 cup
Fried Shrimp Kimchi Rice Bowl,pepper powder,a little
Fried Shrimp Kimchi Rice Bowl,egg,One
Fried Shrimp Kimchi Rice Bowl,rice,1 air
Fried Shrimp Kimchi Rice Bowl,green onion,10cm
Nut Anchovy Gangjeong,small anchovies,2/3 cup
Nut Anchovy Gangjeong,nuts,1 cup
Nut Anchovy Gangjeong,corn syrup,5 tbsp
Nut Anchovy Gangjeong,sugar,1 1/2 tbsp
Nut Anchovy Gangjeong,water,2 tbsp
seaweed rice ball,rice,2 air
seaweed rice ball,Sesame oil,2 tbsp
seaweed rice ball,dry side dish,1/2 cup
seaweed rice ball,seaweed,Chapter 16
Olive Cream Cheese Spread,Plain Cream Cheese,1/2 can
Olive Cream Cheese Spread,olive,1/3 cup
Olive Cream Cheese Spread,nuts,1/3 cup
Olive Cream Cheese Spread,honey,1 tbsp
Olive Cream Cheese Spread,lemon juice,1 tbsp
Tuna Salad Bibimbap,Sesame,Chapter 4
Tuna Salad Bibimbap,chicory,1/2 zoom
Tuna Salad Bibimbap,cucumber,5-Jan
Tuna Salad Bibimbap,paprika,5-Jan
Tuna Salad Bibimbap,tuna can,5 tbsp
Tuna Salad Bibimbap,mayonnaise,1 1/2 tbsp
Tuna Salad Bibimbap,pepper powder,a little
Tuna Salad Bibimbap,rice,a little 1 air
Tuna Salad Bibimbap,red pepper paste,1 tbsp
Stir-fried Chicken Breast with Jjajang,chicken breast,page 1
Stir-fried Chicken Breast with Jjajang,onion,2-Jan
Stir-fried Chicken Breast with Jjajang,Sesame,Chapter 10
Stir-fried Chicken Breast with Jjajang,chili oil,1 1/2 tbsp
Stir-fried Chicken Breast with Jjajang,chili pepper paste,1/2 tbsp
Stir-fried Chicken Breast with Jjajang,Chunjang,1 tbsp
Stir-fried Chicken Breast with Jjajang,cooking wine,1 tbsp
Stir-fried Chicken Breast with Jjajang,corn syrup,1 tbsp
Stir-fried Chicken Breast with Jjajang,chopped garlic,2/3 tbsp
Stir-fried Chicken Breast with Jjajang,pepper powder,a little
cream gratin,potato,one
cream gratin,cauliflower,a little
cream gratin,cream soup,half bag
cream gratin,cheese,a little
cream gratin,parsley,a little
Nuclear Fire Chicken Cheese Curry Noodles,Nuclear Fire Chicken Stir-Fried Noodles,One
Nuclear Fire Chicken Cheese Curry Noodles,3 minute curry,one
Nuclear Fire Chicken Cheese Curry Noodles,cheese,one piece
Kimchi tofu rolls,tofu,Hanmo
Kimchi tofu rolls,kimchi,About half a cup
Kimchi tofu rolls,egg,Three
Kimchi tofu rolls,water,half a cup
Kimchi tofu rolls,soy sauce,tbsp
Kimchi tofu rolls,chili powder,1 tbsp
Kimchi tofu rolls,oligosaccharide,1 tbsp
Kimchi tofu rolls,chopped garlic,a little
Instant Stir-Fried Fish Cake,ball fish cake,one bag
Instant Stir-Fried Fish Cake,green onion,a little
Instant Stir-Fried Fish Cake,onion,a little
Instant Stir-Fried Fish Cake,carrot,a little
Instant Stir-Fried Fish Cake,Dubanjang,a tablespoon
Instant Stir-Fried Fish Cake,oligosaccharide,a little
Instant Stir-Fried Fish Cake,cooking oil,a little
Instant Stir-Fried Fish Cake,chopped garlic,1/4 tbsp
Instant Stir-Fried Fish Cake,minced ginger,1/4 tbsp
leek miso greens,chives,100g
leek miso greens,red pepper,4-Jan
leek miso greens,[Seasoning] Soybean paste,1/2 tbsp
leek miso greens,chopped garlic,1/3 tbsp
leek miso greens,chopped green onion,1/4 tbsp
leek miso greens,sesame,1/3 tbsp
leek miso greens,Sesame oil,1/3 tbsp
Banana Paste,banana,banana
Banana Paste,cooking oil for frying,500ml
Banana Paste,[sugar syrup] sugar,50g
Banana Paste,cooking oil,50g
Uncooked Anchovies,radish,300g
Uncooked Anchovies,anchovy soup,10g (20 grains)
Uncooked Anchovies,anchovy soup,10g
Uncooked Anchovies,[Sauce] Water,1 cup
Uncooked Anchovies,soy sauce,3 tbsp
Uncooked anchovies,chili powder,1 tbsp
Uncooked anchovies,sugar,1 tbsp
Uncooked Anchovies,chopped garlic,1/2 tbsp
Uncooked Anchovies,sesame,1/3 tbsp
Uncooked Anchovies,Sesame oil,1/3 tbsp
 Abalone intestine porridge,abalone,"Three,"
 Abalone intestine porridge,Glutinous rice,2 cups
 Abalone intestine porridge,onion,30g
 Abalone intestine porridge,squash,30g
 Abalone intestine porridge,carrot,20g
 Abalone intestine porridge,Kelp,3 sheets of 5cm
 Abalone intestine porridge,sesame,1/2 tbsp
 Abalone intestine porridge,Sesame oil,1 tbsp
salad baguette,potato,4 pieces
salad baguette,egg,Three
salad baguette,onion,half
salad baguette,carrot,half
salad baguette,parsley,a little
salad baguette,mayonnaise,6 tbsp
salad baguette,lemon juice,half tbsp
salad baguette,sugar,half tbsp
salad baguette,pepper,a little
salad baguette,baguette,One
salad baguette,salt,a little
Onion Egg Rice Bowl,rice,1 air
Onion Egg Rice Bowl,egg,2
Onion Egg Rice Bowl,Chives,a little
Onion Egg Rice Bowl,onion,half
Onion Egg Rice Bowl,soy sauce,2 tbsp
Onion Egg Rice Bowl,sugar,1 tbsp
Onion Egg Rice Bowl,cooking wine,1 tbsp
Onion Egg Rice Bowl,pepper,a little
Onion Egg Rice Bowl,water,1 tbsp
Onion Egg Rice Bowl,starch powder,1 tbsp
Homemade Gamjatang & Mustard Sauce,kg of backbone,2kg
Homemade Gamjatang & Mustard Sauce,Appropriate amount of wooji or seaweed,Appropriate amount
Homemade Gamjatang & Mustard Sauce,green onion 2 roots,2 roots
Homemade Gamjatang & Mustard Sauce,3 potatoes,Three
Homemade Gamjatang & Mustard Sauce,3 tbsp perilla powder,3 tbsp
Homemade Gamjatang & Mustard Sauce,2 tablespoons soy flour,2 tbsp
Homemade Gamjatang & Mustard Sauce,4 tablespoons soybean paste,4 tbsp
Homemade Gamjatang & Mustard Sauce,4 tbsp red pepper powder,4 tbsp
Homemade Gamjatang & Mustard Sauce,1 tbsp plum juice,1 tbsp
Homemade Gamjatang & Mustard Sauce,8 tablespoons pork stock,8 tbsp
Homemade Gamjatang & Mustard Sauce,1 tbsp cooking wine,1 tbsp
Homemade Gamjatang & Mustard Sauce,some pepper,a little
Homemade Gamjatang & Mustard Sauce,A pinch of ginger powder or juice,a little
Homemade Gamjatang & Mustard Sauce,1 tbsp minced garlic,1 tbsp
Homemade Gamjatang & Mustard Sauce,1 tbsp salt,1 tbsp
Homemade Gamjatang & Mustard Sauce,1 tbsp soy sauce,1 tbsp
Homemade Gamjatang & Mustard Sauce,3 tablespoons soy sauce (mustard sauce at the bottom),3 tbsp
Homemade Gamjatang & Mustard Sauce,1 tbsp mustard,1 tbsp
Homemade Gamjatang & Mustard Sauce,3 tablespoons of vinegar,3 tbsp
Homemade Gamjatang & Mustard Sauce,1 tbsp lemon juice,1 tbsp
Homemade Gamjatang & Mustard Sauce,3 tbsp sugar,3 tbsp
Homemade Gamjatang & Mustard Sauce,1 tbsp plum juice,1 tbsp
Marbled Soybean Paste Ramen,2 ramen noodles,2
Marbled Soybean Paste Ramen,suitable amount of host,Appropriate amount
Marbled Soybean Paste Ramen,2 eggs,2
Marbled Soybean Paste Ramen,Retort Beef Bone Broth 1L,1L
Marbled Soybean Paste Ramen,Marbled 150g,150g
Marbled Soybean Paste Ramen,1 tbsp soybean paste,1 tbsp
Marbled Soybean Paste Ramen,appropriate amount of salt and pepper,Appropriate amount
Marbled Soybean Paste Ramen,a bit of chives,a little
Marbled Soybean Paste Ramen,a bit of perilla oil,a little
Marbled Soybean Paste Ramen,chili powder,a little
drug toast,bread,Chapter 2
drug toast,butter,4 tbsp
drug toast,sugar,3 tbsp
Bibi Big Red Bean Porridge,bb big ice cream,Three
Bibi Big Red Bean Porridge,joraengi rice cake,70g
Bibi Big Red Bean Porridge,water,250ml
Bibi Big Red Bean Porridge,glutinous rice flour,1 tbsp
Bibi Big Red Bean Porridge,salt,1/2 teaspoon
Chicago Pizza Bread,whole wheat bread,One
Chicago Pizza Bread,pizza cheese,100g
Chicago Pizza Bread,button mushrooms,15g
Chicago Pizza Bread,onion,30g
Chicago Pizza Bread,paprika,30g
Chicago Pizza Bread,bacon,50g
Chicago Pizza Bread,sausage,30g
Chicago Pizza Bread,tomato sauce,3 tbsp
Chicago Pizza Bread,black olive,3 pills
Flying Fish Roe Bibimbap,rice,1 air
Flying Fish Roe Bibimbap,flying fish roe,50g
Flying Fish Roe Bibimbap,pickled radish,30g
Flying Fish Roe Bibimbap,taste,30g
Flying Fish Roe Bibimbap,kimchi,30g
Flying Fish Roe Bibimbap,Sesame,Chapter 3
Flying Fish Roe Bibimbap,seaweed powder,5g
Coleslaw,cabbage,300g
Coleslaw,onion,50g
Coleslaw,carrot,40g
Coleslaw,canned corn,70g
Coleslaw,pimento,30g
Coleslaw,mayonnaise,4 tbsp
Coleslaw,vinegar,2 tbsp
Coleslaw,sugar,1 tbsp
Coleslaw,salt,1/2 tbsp
Anchovy Powder,Anchovies for cooking,100g
soft rice,soaked rice,30g
soft rice,water,2 cups
soft rice,Sesame oil,1/2 tbsp
Beef Mushroom Rice,soaked rice,30g
Beef Mushroom Rice,water,cups
Beef Mushroom Rice,beef,10g
Beef Mushroom Rice,squash,5g
Beef Mushroom Rice,dry elevation,4g
egg rice,soaked rice,30g
egg rice,water,2 cups
egg rice,egg,One
egg rice,seaweed,a little
Tofu Vegetable Rice,rice,30g
Tofu Vegetable Rice,water,2 cups
Tofu Vegetable Rice,tofu,5g
Tofu Vegetable Rice,carrot,5g
Tofu Vegetable Rice,squash,5g
Seaweed Jeon,tofu,30g
Seaweed Jeon,Seaweed,5g
Potato Anchovy Pancake,potato,2-Jan
Potato Anchovy Pancake,small anchovies,10g
tricolor rice ball,rice,60g
tricolor rice ball,beef,10g
tricolor rice ball,spinach,10g
tricolor rice ball,carrot,10g
tricolor rice ball,Sesame oil,a little
Crami Nude Gimbap,rice,60g
Crami Nude Gimbap,cucumber,5-Jan
Crami Nude Gimbap,Crammy,2-Jan
Crami Nude Gimbap,seaweed,1/2 sheet
Crami Nude Gimbap,mayonnaise,1 teaspoon
Chocolate Banana Cupcakes,banana,2-Jan
Chocolate Banana Cupcakes,dark chocolate,140g
Chocolate Banana Cupcakes,whipping cream,1 cup
Chocolate Banana Cupcakes,castella,One
Chocolate Banana Cupcakes,vanilla essence,1/2t
Chocolate Banana Cupcakes,egg yolk,One
Chocolate Banana Cupcakes,milk,3-Jan
Chocolate Banana Cupcakes,sugar,3t
Chocolate Banana Cupcakes,starch powder,1 t
Spicy Chicken Pasta,Pasta (Fettuccine),120g
Spicy Chicken Pasta,chicken breast,200g
Spicy Chicken Pasta,tomato sauce,300mL
Pork Rib Kimchi Stew,Pork barbecue,300g
Pork Rib Kimchi Stew,kimchi,120g
Pork Rib Kimchi Stew,Kimchi soup,50g
Pork Rib Kimchi Stew,tofu,1/2 hair
Soy Sauce Pork & Seasoned with Chives,for pork meat,1.5~2 roots
Soy Sauce Pork & Seasoned with Chives,chives,Appropriate amount
Soy Sauce Pork & Seasoned with Chives,onion,One
Soy Sauce Pork & Seasoned with Chives,soy sauce,1 cup
Soy Sauce Pork & Seasoned with Chives,cooking wine,half a cup
Soy Sauce Pork & Seasoned with Chives,sugar + oligosaccharide,half a cup
Soy Sauce Pork & Seasoned with Chives,material for removing debris,a little
Soy Sauce Pork & Seasoned with Chives,soy sauce,6 tbsp
Soy Sauce Pork & Seasoned with Chives,Plum juice,2 tbsp
Soy Sauce Pork & Seasoned with Chives,vinegar,3 tbsp
Soy Sauce Pork & Seasoned with Chives,Sesame oil,1 tbsp
Soy Sauce Pork & Seasoned with Chives,sugar,3 tbsp
Soy Sauce Pork & Seasoned with Chives,chili powder,1.5 tbsp
Soy Sauce Pork & Seasoned with Chives,Whole sesame,a little
Wasabi Pickled Radish,half a radish,half
Wasabi Pickled Radish,Vinegar 0.7 ? 1 cup,0.7 to 1 cup
Wasabi Pickled Radish,1 cup sugar,1 cup
Wasabi Pickled Radish,tablespoons of water,4 tbsp
Wasabi Pickled Radish,0.7 tbsp salt,0.7 tbsp
Wasabi Pickled Radish,1 tbsp wasabi,1 tbsp
Beef marinated with vinegar,marbled,200g
Beef marinated with vinegar,lettuce or lettuce,Appropriate amount
Beef marinated with vinegar,sugar,2 tbsp
Beef marinated with vinegar,sesame salt,1 tbsp
Beef marinated with vinegar,soy sauce,4 tbsp
Beef marinated with vinegar,chili powder,0.5 tbsp
Beef marinated with vinegar,garlic,1.5 tbsp
Beef marinated with vinegar,Plum juice,2 tbsp
Beef marinated with vinegar,vinegar,1 tbsp
Beef marinated with vinegar,Whole sesame,a little
Tomato Sujebi Stew,flour,200g
Tomato Sujebi Stew,egg,One
Tomato Sujebi Stew,water,Appropriate amount
Tomato Sujebi Stew,commercial tomato sauce,a cup of tomato sauce
Tomato Sujebi Stew,White wine or vodka or soju 4,4 tbsp
Tomato Sujebi Stew,red wine,4 tbsp
Tomato Sujebi Stew,ketchup,3 tbsp
Tomato Sujebi Stew,sugar,1 tbsp
Tomato Sujebi Stew,pepper,a little
Tomato Sujebi Stew,salt,a little
Tomato Sujebi Stew,Clam,a bag
Tomato Sujebi Stew,onion,half
Tomato Sujebi Stew,dried basil,a little
Tomato Sujebi Stew,Oil,a little
Fire Chicken Getty,Hot Chicken Stir-Fried Noodles,One
Fire Chicken Getty,Chapagetti,One
Fire Chicken Getty,soft-boiled eggs,One
Fire Chicken Getty,cucumber,a little
Sundae Cheese Rice,CU Giant Red Sundae,One
Sundae Cheese Rice,Ramen Cheese,1 bag
Sundae Cheese Rice,Triangle Gimbap,One
Hot Chicken Fried Rice,Hot Chicken Stir-Fried Noodles,One
Hot Chicken Fried Rice,string cheese,One
Hot Chicken Fried Rice,Tuna Mayo Triangle Gimbap,One
Bean Sprout Bulgogi,Flat Pork Belly,180g
Bean Sprout Bulgogi,onion,2-Jan
Bean Sprout Bulgogi,green onion,1/2 unit
Bean Sprout Bulgogi,Bean sprouts,1 zoom
Bean Sprout Bulgogi,chili pepper paste,2 tbsp
Bean Sprout Bulgogi,chili powder,2/3 tbsp
Bean Sprout Bulgogi,corn syrup,1 tbsp
Bean Sprout Bulgogi,chopped garlic,1/2 tbsp
Bean Sprout Bulgogi,flavored soy sauce,1 tbsp
Bean Sprout Bulgogi,sugar,1/2 tbsp
Bean Sprout Bulgogi,Sesame oil,Appropriate amount
Seasoned Cucumber & Stir-fried Cucumber,cucumber,One
Seasoned Cucumber & Stir-fried Cucumber,vinegar,1 tbsp
Seasoned Cucumber & Stir-fried Cucumber,chili pepper paste,1/2 tbsp
Seasoned Cucumber & Stir-fried Cucumber,sugar,1/4 tbsp
Seasoned Cucumber & Stir-fried Cucumber,chopped garlic,1/4 tbsp
Seasoned Cucumber & Stir-fried Cucumber,salt,a little
Seasoned Cucumber & Stir-fried Cucumber,sesame salt,a little
Seasoned Cucumber & Stir-fried Cucumber,Sesame oil,a little
Fire Chicken Pizza,chicken breast,1 piece
Fire Chicken Pizza,Tortilla,Chapter 2
Fire Chicken Pizza,chili pepper paste,1 tbsp
Fire Chicken Pizza,chili oil,1 tbsp
Fire Chicken Pizza,chopped garlic,1/2 tbsp
Fire Chicken Pizza,Chopped green onion,1/4 tbsp
Fire Chicken Pizza,salt,a little
Fire Chicken Pizza,pepper,a little
Fire Chicken Pizza,sugar,1-2 teaspoons
Fire Chicken Pizza,pizza cheese,2/3 cup
Fire Chicken Pizza,parsley powder,a little
Fire Chicken Pizza,capsaicin,a little
Cereal Toast,bread,Chapter 2
Cereal Toast,Corn Frite,1 1/2 cups
Cereal Toast,egg,One
Cereal Toast,milk,3 tbsp
Cereal Toast,sugar,2/3 tbsp
Cereal Toast,salt,a little
Cereal Toast,parsley powder,2 pinches
Cereal Toast,cooking oil,Appropriate amount
Corn Paste,sweet corn,1 can
Corn Paste,Frying powder (or frying powder),1 cup
Corn Paste,water,2/3 cup to 1 cup
Corn Paste,parsley powder,a little
Corn Paste,corn syrup,3 tbsp
Stir-fried Zucchini Shrimp,cocktail shrimp,15g
Stir-fried Zucchini Shrimp,squash,15g
Stir-fried Zucchini Shrimp,cooking oil,1 teaspoon
Egg Cucumber Sandwich,bread,Chapter 2
Egg Cucumber Sandwich,egg,One
Egg Cucumber Sandwich,cucumber,5-Jan
Egg Cucumber Sandwich,mayonnaise,1 teaspoon
tricolor herbs,spinach,1 fist
Fried Oysters and Chives,cave,15 pills
Fried Oysters and Chives,chives,10 lines
Fried Oysters and Chives,egg,One
Fried Oysters and Chives,flour,1/2 cup
Fried Oysters and Chives,bread crumbs,1 cup
Fried Oysters and Chives,cooking oil for frying,500ml
Leek clam miso soup,Clam,100g
Leek clam miso soup,chives,50g
Leek clam miso soup,tofu,1/4 hair
Leek clam miso soup,onion,8-Jan
Leek clam miso soup,red pepper,4-Jan
Leek clam miso soup,soybean paste,2 tbsp
Spicy Meat Noodles,Along Situation,one pack
Spicy Meat Noodles,bok choy,Three
Spicy Meat Noodles,green onion,one
Spicy Meat Noodles,chili oil,a tablespoon
Spicy Meat Noodles,chopped garlic,a little
Spicy Meat Noodles,minced ginger,a little
Spicy Meat Noodles,salt and pepper,a little
Spicy Meat Noodles,udon noodles,1 serving
Tofu Steak,tofu,30g
Tofu Steak,chicken breast,10g
Tofu Steak,carrot,5g
Tofu Steak,spinach,5g
Tofu Steak,olive oil,a little
Japchae Jjajang Rice,3 minute jjajang,One
Japchae Jjajang Rice,egg,Three
Japchae Jjajang Rice,Instant Japchae,One
Japchae Jjajang Rice,rice,1 serving
Lv1. New Mom,mother's love,full
Corn Cheese Pancake,corn,340g
Corn Cheese Pancake,onion,80g
Corn Cheese Pancake,starch,200g
Corn Cheese Pancake,water,100ml
Corn Cheese Pancake,Parmesan Cheese,1 tbsp
Corn Cheese Pancake,mayonnaise,1 tbsp
honey banana,banana,2
honey banana,butter,1 tbsp
honey banana,honey,2 tbsp
honey banana,Cinnamon Powder,1/2 teaspoon
honey banana,powdered nuts,10g
Pork Rice Bowl,pork neck,150g
Pork Rice Bowl,cooking wine,2 tbsp
Pork Rice Bowl,cider,4 tbsp
Pork Rice Bowl,pepper,1/2 teaspoon
Pork Rice Bowl,onion,70g
Pork Rice Bowl,green onion,50g
Pork Rice Bowl,Cheongyang Pepper,10g
Pork Rice Bowl,red pepper,5g
Pork Rice Bowl,cooking oil,1 tbsp
Pork Rice Bowl,Sesame oil,1 tbsp
Pork Rice Bowl,chili pepper paste,1.5 tbsp
Pork Rice Bowl,Oyster Sauce,1 tbsp
Pork Rice Bowl,soy sauce,1/2 tbsp
Pork Rice Bowl,chili powder,1 tbsp
Pork Rice Bowl,sugar,1/2 tbsp
Pork Rice Bowl,chopped garlic,1 tbsp
Taste Saljeon,crab meat,4 lines
Taste Saljeon,onion,4-Jan
Taste Saljeon,carrot,6-Jan
Taste Saljeon,egg,2
Taste Saljeon,salt,a little
Taste Saljeon,pepper powder,a little
tofu gangjeong,tofu,1 set
tofu gangjeong,potato starch,5 tbsp
tofu gangjeong,cooking oil,Appropriate amount
tofu gangjeong,Sesame oil,2/3 tbsp
tofu gangjeong,sunflower seeds,3 tbsp
tofu gangjeong,corn syrup,3 tbsp
tofu gangjeong,chili pepper paste,1 tbsp
tofu gangjeong,soy sauce,1 tbsp
tofu gangjeong,chili oil,1/2 tbsp
tofu gangjeong,pepper powder,a little
Grilled Rice Cake & Soy Beans,rice cake,Appropriate amount
Grilled Rice Cake & Soy Beans,Sesame oil,a little
Grilled Rice Cake & Soy Beans,Grain syrup or starch syrup 5 tablespoons,5 tbsp
Grilled Rice Cake & Soy Beans,soy sauce,1 tbsp
Grilled Rice Cake & Soy Beans,0.5 tbsp oyster sauce,0.5 tbsp
Grilled Rice Cake & Soy Beans,bean flour,half tbsp
chipokpok,old kimchi,little more than rice
chipokpok,Sesame oil,2 tablespoons
chipokpok,thick bacon,2 lines
chipokpok,rice,half a bowl
chipokpok,pizza cheese,60g
chipokpok,Kim (not required),About 2 pieces
Oriental Pork Pork Bossam,pork belly,250g
Oriental Pork Pork Bossam,Samgyetang Herbal Ingredients,1 pack
Oriental Pork Pork Bossam,ginger tea,1 tea bag
Oriental Pork Pork Bossam,Ssanghwa Tea Powder,1 tea bag
